amostra_id,atividade_id,troco_id,zona_ordem,valor,variavel,limite_inferior,limite_superior,razao
21827489413_114_Z2,21827489413,114,2,940.8321137361504,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21827489413_115_Z3,21827489413,115,3,970.604547975561,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21827489413_116_Z3,21827489413,116,3,979.2843691148876,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21827489413_117_Z3,21827489413,117,3,847.6466651795514,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21848059283_63_Z3,21848059283,63,3,777.7515908555298,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21848059283_68_Z4,21848059283,68,4,934.7541596560144,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21848059283_75_Z4,21848059283,75,4,736.5439093484381,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21848059283_76_Z3,21848059283,76,3,855.7902403495983,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21848059283_83_Z3,21848059283,83,3,773.8226840592446,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21848059283_91_Z2,21848059283,91,2,733.0482590103898,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21848059283_124_Z3,21848059283,124,3,847.4576271186361,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21848059283_132_Z2,21848059283,132,2,774.5933384972976,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21909979898_58_Z1,21909979898,58,1,825.9587020649057,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21946978854_73_Z4,21946978854,73,4,751.3500821789127,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21946978854_109_Z2,21946978854,109,2,750.375187593788,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21946978854_110_Z2,21946978854,110,2,827.1787296897991,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21946978854_112_Z2,21946978854,112,2,825.1900108577601,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21946978854_113_Z2,21946978854,113,2,762.2761921645118,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21946978854_114_Z2,21946978854,114,2,785.9014050964386,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21946978854_115_Z2,21946978854,115,2,764.4197359277263,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21946978854_188_Z4,21946978854,188,4,740.7407407407459,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21946978854_192_Z4,21946978854,192,4,746.4079119238644,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21946978854_193_Z4,21946978854,193,4,719.5538765965083,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
22259327797_52_Z5,22259327797,52,5,735.4364234565502,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
22259327797_53_Z5,22259327797,53,5,825.5933952528411,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
22259327797_57_Z5,22259327797,57,5,834.923664122136,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
22259327797_58_Z4,22259327797,58,4,821.266479360277,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
22259327797_59_Z4,22259327797,59,4,744.222483352919,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
22259327797_60_Z4,22259327797,60,4,872.8426899424663,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
22259327797_61_Z4,22259327797,61,4,866.5105386416899,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
22259327797_115_Z5,22259327797,115,5,738.6888273314792,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
22259327797_116_Z5,22259327797,116,5,752.5325615050612,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
22259327797_118_Z4,22259327797,118,4,771.9523962689158,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
